web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612518-544","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Mystery_Diary","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Mystery_Diary","Mallory and the Mystery Diary","The Baby-Sitters Club","29","Ann M. Martin","Hodges Soileau","A locked trunk and a secret diary all add up to... a mystery for the Baby-sitters!","November 1989","-Buddy Barrett‘s teacher Mr. Moser, sent home a note saying that his reading level was below grade level, which makes Mrs. Barrett upset at herself for not having enough time to run the household, go to work, and spend quality time teaching her kids. Later Mallory gets a steady job tutoring Buddy and Buddy’s reading level moves from the Crows (lowest reading group) to the Robins (average-middle reading group.)"
"1585612697-859","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi%27s_Horrible_Prank","https://babysittersclub.fandom.com/wiki/Jessi%27s_Horrible_Prank","Jessi's Horrible Prank","The Baby-Sitters Club","75","Ann M. Martin, Peter Lerangis","Hodges Soileau","Some jokes aren't funny.","May 1994","A number of years later, when I was about five years old, my parents woke my sister and me up late one night so that we could drive to the house of friends who lived in the country, and set a tacky pink flamingo on the front lawn for them to find in the morning. Maybe this is why my sister Jane and I loved April Fools’ Day when we were growing up. We always tried to find ways to trick our parents. I remember waiting until nighttime one April Fools’ Day and rearranging the living room furniture while our parents were at a party. It was a lot of fun, and boy, were our parents surprised when they returned.
Practical jokes should never be cruel. They should always be fun and funny. Just ask my dad!"
"1585612721-914","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Jewel_Thieves","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Jewel_Thieves","Jessi and the Jewel Thieves","The Baby-Sitters Club Mystery","8","Ann M. Martin, Ellen Miles","Dan Brown","They don't have criminals like these in Stoneybrook.","April 1993","In Stoneybrook, Mr. & Mrs. Ramsey and Aunt Cecelia are going to a wedding in Massachusetts. They're bringing Squirt with them and leaving him with a babysitter at their hotel. Becca ends up staying with the Pikes and has a rough time. At one point, she ""runs away"" back to her house with Mary Anne in tow. In the end, Becca has such a good time at the Pikes' house by the end of the weekend, she doesn't want to go home."
"1585612297-214","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_McGill..._Matchmaker%3F","https://babysittersclub.fandom.com/wiki/Stacey_McGill..._Matchmaker%3F","Stacey McGill... Matchmaker?","The Baby-Sitters Club","124","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Stacey's building a better parent trap...","November 1998","In Stacey McGill … Matchmaker? Stacey’s personal life conflicts with her baby-sitting and puts her in a difficult position. Stacey feels caught between her troubled charges and their father, and has to decide if she can talk to Mr. Brooke without betraying the kids. Complicating matters further is the issue of Stacey’s mother, who has been dating Mr. Brooke."
"1585612758-998","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Farewell,_Dawn","https://babysittersclub.fandom.com/wiki/Farewell,_Dawn","Farewell, Dawn","The Baby-Sitters Club","88","Ann M. Martin, Suzanne Weyn","Hodges Soileau","This time it's for good.","August 1995","Dawn's been missing California more than ever. Especially now that her friend in California needs her. Dawn must face the facts: while she loves Connecticut, her heart is telling her to return to California permanently."
"1585612643-761","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mother%27s_Day_Surprise","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mother%27s_Day_Surprise","Kristy and the Mother's Day Surprise","The Baby-Sitters Club","24","Ann M. Martin","Hodges Soileau","Kristy's in for a big surprise!","May 1989","But then Kristy gets another one of her great ideas. Why don't the Baby-sitters treat their moms — and the mothers of the kids they sit for — to a day off without any kids around?"
"1585612292-209","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_the_Math_Whiz","https://babysittersclub.fandom.com/wiki/Stacey_the_Math_Whiz","Stacey the Math Whiz","The Baby-Sitters Club","105","Ann M. Martin, Peter Lerangis","Hodges Soileau","Stacey's going to show SMS how cool math can be!","February 1997","Unlike Stacey and the other kids in the Mathletes, I was never a good math student. Math was difficult for me, I had to work hard at it to get even passing grades, and several times I had to be tutored in order to keep up with my classmates. When I graduated from college, I was thrilled because I thought I would never have to work another math problem again. I was wrong. I find that I use math almost every day, especially when I’m sewing, one of my favorite pastimes. Sewing involves a lot of measuring, figuring, and refiguring. I keep a calculator on my sewing table, and it helps, but there are some things you can only figure out with your brain. So as much as I hated math when I was in school, now I find that I really do need it — and all that hard work paid off."
"1585612744-966","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Happy_Holidays,_Jessi","https://babysittersclub.fandom.com/wiki/Happy_Holidays,_Jessi","Happy Holidays, Jessi","The Baby-Sitters Club","103","Ann M. Martin, Peter Lerangis","Hodges Soileau","A time to be thankful.","December 1996","In Happy Holidays, Jessi, the Ramseys face a trying time, but in the end the strength of their family and of family traditions pulls them through. When I was growing up, one of our holiday traditions involved our neighbors, the Rices. We were very close to them, and the Rice kids were my first baby-sitting charges. Starting when I was young, our families got together every single year at Christmastime to exchange gifts and celebrate the holiday. On most years we got together on Christmas Eve. We usually had dinner at a restaurant called Good Time Charley’s, and then gathered at either their house or ours to exchange presents. Now many years have passed, and we’ve all gone through lots of changes. The Rice kids are married now, and Robert even has kids of his own. Everyone has scattered. We live all up and down the East Coast. But if we can, we still try to get together. It’s an important tradition. Families, friends, togetherness — that’s what holidays are all about."
"1585612620-720","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","Kristy and the Vampires","The Baby-Sitters Club Mystery","15","Ann M. Martin, Ellen Miles","Hodges Soileau","Strange things happen when Hollywood comes to Stoneybrook.","June 1994","Lindsey is a huge Carson Fraser fan and could be possibly trying to hurt Derek for stealing her favorite actor’s spotlight. Lindsey would’ve had access to the glass that was supposed to be used for that stunt. Kristy follows Lindsey on a whim. She gets distracted for a moment & ends up losing track of Lindsey. When she finally catches up with her, Lindsey appears to be disheveled and dirty. She follows her downtown to a convenience store where she watches Lindsey buy a soda and on her way out her, something falls out of her pocket. It’s a car repair manual and the page on brake malfunctions is dog-eared & highlighted."
"1585612387-353","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","Mary Anne's Bad-Luck Mystery","The Baby-Sitters Club","17","Ann M. Martin","Hodges Soileau","When is Mary Anne's bad luck going to end?","October 1988 (original) 
 September 1996 (reprint)","Then Mary Anne finds a new note in her mailbox: Wear this bad-luck charm, it says. OR ELSE. Mary Anne's got to do what the note says. But who sent the charm? And why did this person send it to Mary Anne?"
"1585612858-1192","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","Dawn (California Diaries)","California Diaries","1","Ann M. Martin","null","Friends. Changes. Together. Alone.","August 1997","It’s time for this independent girl to let go of the life she had across the country and figure out just where she belongs now."
"1585613023-1466","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Baby-sitters_at_Shadow_Lake","https://babysittersclub.fandom.com/wiki/Baby-sitters_at_Shadow_Lake","Baby-sitters at Shadow Lake","Super Special","8","Ann M. Martin","Hodges Soileau(cover)
Angelo Tillery (interior)","Campfires, ghost stories — summer vacations are the best!","July 1992","Baby-sitters at Shadow Lake is the eighth book in the Baby-Sitters Club Super Special series."
"1585612962-1373","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_Mean_Janine","https://babysittersclub.fandom.com/wiki/Claudia_and_Mean_Janine","Claudia and Mean Janine","The Baby-Sitters Club","7 (original), 4 (graphic novel)","Ann M. Martin","Hodges Soileau","Claudia's sister makes everything impossible — even baby-sitting! (original)
Claudia's sister is an impossible person to live with! (reprint)","September 1987 (original) 
 November 1995 (reprint) 
 June 2011 (reprint)
 June 2, 2020 (reprint)","Claudia and Mean Janine is Claudia’s second book in the series, and the first book in which her sister, Janine, becomes a more important character. Now the reader can see the rivalry between the sisters. In a way, this was based on the relationship I had with my sister, Jane, when we were growing up. Neither Jane nor I was exactly like Claudia or Janine, but we were very different from one another. Jane was more outgoing and I was quieter. Jane was athletic, and I hated sports. We were closer in age than Claudia and Janine, and it seemed as if we fought about everything. Now that I think about it, most of our fights were over very small things that we can’t even remember now. And here’s the good news: Once Jane and I grew up, we became best friends."
"1585612205-93","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Super_Special","https://babysittersclub.fandom.com/wiki/Super_Special","Super Special","null","null","null","null","null","null",""
"1585612903-1263","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Recipe_for_Danger","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Recipe_for_Danger","Claudia and the Recipe for Danger","The Baby-Sitters Club Mystery","21","Ann M. Martin, Ellen Miles","Hodges Soileau","Somebody's cooking up trouble...","August 1995",""
"1585612941-1331","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Genius_of_Elm_Street","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Genius_of_Elm_Street","Claudia and the Genius of Elm Street","The Baby-Sitters Club","49","Ann M. Martin, Peter Lerangis","Hodges Soileau","How could a seven-year-old make Claudia feel so dumb?","November 1991","Dear Reader,"
"1585612977-1399","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","BSC Graphic Novels","null","null","null","null","null","null","Claudia and her sister, Janine, may as well be from two different planets. Claudia, who pays more attention to her artwork and The Baby-sitters Club than her homework, feels like she can't compete with her perfect sister. Janine studies nonstop, gets straight As, and even takes college-level courses! She acts like she’s married to her computer! But when something unexpected happens to the most beloved person in their family, will the sisters be able to put aside their differences?"
"1585612726-918","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Dance_School_Phantom","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Dance_School_Phantom","Jessi and the Dance School Phantom","The Baby-Sitters Club","42","Ann M. Martin, Ellen Miles","Hodges Soileau","Someone - or something - is out to get Jessi!","March 1991","Naturally, Jessi is thrilled when she earns the lead in her dance school's latest ballet. But someone in Jessi's class wants her out of the show."
